matrix	Df	SumOfSqs	R2	F	Pr(>F)	component	n	p_BH
rpca_oral	1	4.588664344994529	0.015412993332199112	2.363795152079756	0.089	SwollenJ	3	0.21907692307692309
rpca_oral	1	6.745191668706205	0.02265661342773541	3.5004571316399735	0.034	Numbness	1	0.12088888888888889
rpca_oral	1	2.502593551837085	0.008406031652706442	1.2800710977238543	0.303	MuscleSp	6	0.44072727272727275
rpca_oral	1	6.873445567577075	0.023087409044826382	3.568588221757038	0.027	MuscleWeak	5	0.116
rpca_oral	1	3.987384223196414	0.013393336671504906	2.0498481437114275	0.157	Sleep	24	0.314
rpca_oral	1	3.0388354447180568	0.010207229582652244	1.557186224274603	0.2	ViDreams	14	0.3764705882352941
rpca_oral	1	2.8415070244269867	0.009544417618748774	1.4550950956994135	0.234	ViDreamsAwa	3	0.39410526315789474
rpca_oral	1	1.633136636663395	0.005485588441203146	0.8328927615270698	0.439	SleepDay	21	0.5403076923076924
rpca_oral	1	7.002956402299694	0.02352242661899363	3.637448023685586	0.027	Diz	7	0.116
rpca_oral	1	6.208958028592797	0.02085544321824198	3.216248207828683	0.048	Concent	4	0.15360000000000001
rpca_oral	1	4.165827354419332	0.013992714308423531	2.1428846330379647	0.118	confusion	2	0.2517333333333333
rpca_oral	1	10.068914727939926	0.03382076000688705	5.285701192540991	0.006	Stom	41	0.038400000000000004
rpca_oral	1	2.9733888397330146	0.009987399146078716	1.5233111879152836	0.224	Indigestion	5	0.39410526315789474
rpca_oral	1	6.504236946094249	0.021847263853707152	3.3726193466542536	0.029	Nausea	6	0.116
rpca_oral	1	2.084646429685396	0.007002177345087986	1.064784589639257	0.357	LossAp	12	0.476
rpca_oral	1	4.165827354419332	0.013992714308423531	2.1428846330379647	0.118	Incontinence	2	0.2517333333333333
rpca_oral	1	5.434153424096672	0.018252930307075848	2.8074364176412048	0.069	Headache	17	0.184
rpca_oral	1	11.230998035584255	0.03772411421315408	5.919654987019039	0.004	Skin	11	0.032
rpca_oral	1	2.9542945281701085	0.00992326272757536	1.5134308437463906	0.252	Itching	9	0.4032
rpca_oral	1	11.68920330591247	0.039263192743500513	6.171036707960446	0.001	RingEars	3	0.016
rpca_oral	1	0.9282709236245361	0.0031179952336035043	0.47228987786218263	0.644	EyePain	6	0.675
rpca_oral	1	5.498282057709297	0.01846833377265132	2.841190453273067	0.059	Fatigue	9	0.17163636363636364
rpca_oral	1	0.9069455846973732	0.0030463649547294806	0.4614067214301931	0.666	Initiative	5	0.675
rpca_oral	1	2.0141072523084627	0.006765241324314216	1.0285095553175327	0.345	Sadness	2	0.476
rpca_oral	1	2.4502107473365315	0.008230081581882537	1.2530550642697946	0.285	Anxious	9	0.4342857142857142
rpca_oral	1	0.8594269389129081	0.0028867532430055616	0.4371617177001285	0.666	Irritated	3	0.675
rpca_oral	1	0.7171723662083731	0.002408930370002972	0.36462684655483313	0.675	Anger	1	0.675
rpca_oral	1	14.944715975484675	0.050198225532233715	7.980541055121534	0.001	Other	7	0.016
weighted_unifrac_gut	1	0.27776498180820886	0.019171657000054347	2.912412669755258	0.055	BackJoints	33	0.24177777777777779
weighted_unifrac_gut	0	0	0	0	NA	HeartTr	0	NA
weighted_unifrac_gut	1	0.32331896995361675	0.02231584540718527	3.400956177974905	0.037	Breath	5	0.2368
weighted_unifrac_gut	1	0.25867868345017847	0.01785429883942949	2.7086516022331644	0.056	Cough	4	0.24177777777777779
weighted_unifrac_gut	1	0.5767668070159668	0.03980910524121319	6.1774764927664245	0.003	Throat	8	0.096
weighted_unifrac_gut	1	0.05320871675293008	0.0036725265379369495	0.5492234920022421	0.658	SwollenJ	2	0.7260689655172414
weighted_unifrac_gut	1	0.23086577976297315	0.01593462038970027	2.4127039597771147	0.076	Numbness	1	0.2432
weighted_unifrac_gut	1	0.09045151399690846	0.006243067035288518	0.9360608790751664	0.355	MuscleSp	6	0.5409523809523809
weighted_unifrac_gut	1	0.031910917046047364	0.0022025280227240198	0.3289010892516601	0.841	MuscleWeak	5	0.8681290322580645
weighted_unifrac_gut	1	0.23952979599246088	0.01653262070749891	2.5047709128791444	0.068	Sleep	23	0.24177777777777779
weighted_unifrac_gut	1	0.23002390189132083	0.015876513015307053	2.4037638269652897	0.068	ViDreams	14	0.24177777777777779
weighted_unifrac_gut	1	0.14955440417099786	0.010322416169773394	1.5540818893197015	0.171	ViDreamsAwa	2	0.39085714285714285
weighted_unifrac_gut	1	0.3116906141735641	0.021513242980347673	3.2759495016930753	0.031	SleepDay	22	0.2368
weighted_unifrac_gut	1	0.08390207471682423	0.005791017239079301	0.8678875202139567	0.405	Diz	7	0.5662608695652174
weighted_unifrac_gut	1	0.024066047662737386	0.00166106615792029	0.24791065352688463	0.937	Concent	4	0.937
weighted_unifrac_gut	1	0.14955440417099786	0.010322416169773394	1.5540818893197015	0.171	confusion	2	0.39085714285714285
weighted_unifrac_gut	1	0.07530368247239343	0.00519754636384861	0.7784805972108025	0.449	Stom	42	0.5986666666666667
weighted_unifrac_gut	1	0.06973350594210152	0.0048130864035853494	0.720618272142039	0.497	Indigestion	6	0.6091428571428571
weighted_unifrac_gut	1	0.10644948043559209	0.007347264991647895	1.102845381014666	0.332	Nausea	6	0.5409523809523809
weighted_unifrac_gut	1	0.3722774739129507	0.025695017392919052	3.929526852362331	0.024	LossAp	13	0.2368
weighted_unifrac_gut	1	0.14955440417099786	0.010322416169773394	1.5540818893197015	0.171	Incontinence	2	0.39085714285714285
weighted_unifrac_gut	1	0.13396139801457452	0.009246169035650856	1.3905363201785603	0.203	Headache	17	0.43
weighted_unifrac_gut	1	0.0650222727624142	0.004487911696607324	0.6717134333688758	0.533	Skin	11	0.6091428571428571
weighted_unifrac_gut	1	0.06501388530486481	0.004487332784686201	0.6716263960643641	0.511	Itching	9	0.6091428571428571
weighted_unifrac_gut	1	0.17562646681336688	0.01212193977785932	1.828331956775001	0.109	RingEars	3	0.3170909090909091
weighted_unifrac_gut	1	0.06961114458990925	0.004804640882990846	0.7193476989289956	0.516	EyePain	7	0.6091428571428571
weighted_unifrac_gut	1	0.03653863807728136	0.0025219386256200176	0.37671891720568534	0.783	Fatigue	9	0.8352
weighted_unifrac_gut	1	0.12652666295704615	0.008733015111490496	1.3126829314893762	0.233	Initiative	5	0.43858823529411767
weighted_unifrac_gut	1	0.12855699675429608	0.008873151074285728	1.3339357232644857	0.215	Sadness	2	0.43
weighted_unifrac_gut	1	0.3389718074130095	0.023396222166327234	3.5695511136722953	0.025	Anxious	8	0.2368
weighted_unifrac_gut	1	0.1037395695957191	0.007160223843463683	1.0745674964858376	0.313	Irritated	3	0.5409523809523809
weighted_unifrac_gut	1	0.07983331491693198	0.005510186780209562	0.8255668578374598	0.407	Anger	1	0.5662608695652174
weighted_unifrac_gut	1	0.09365000651560215	0.006463830650221001	0.9693766534068288	0.341	Other	7	0.5409523809523809
weighted_unifrac_oral	1	0.16653974815245867	0.021208209098991123	3.2718292120122014	0.014	BackJoints	34	0.112
weighted_unifrac_oral	0	0	0	0	NA	HeartTr	0	NA
weighted_unifrac_oral	1	0.23944486336847237	0.03049240068112203	4.749165974649593	0.002	Breath	5	0.048
weighted_unifrac_oral	1	0.28692406808428167	0.03653869841266944	5.726585438588038	0.003	Cough	4	0.048
weighted_unifrac_oral	1	0.21604841263790636	0.027512950881463123	4.271990652077613	0.006	Throat	8	0.064
weighted_unifrac_oral	1	0.046105166359360426	0.005871319126758578	0.8918052614293193	0.431	SwollenJ	3	0.6994285714285714
weighted_unifrac_oral	1	0.05142911736868917	0.006549304217352472	0.995464536910033	0.371	Numbness	1	0.6994285714285714
weighted_unifrac_oral	1	0.037040130974394354	0.00471692104421725	0.7156306509541774	0.61	MuscleSp	6	0.6994285714285714
weighted_unifrac_oral	1	0.022550533027045783	0.002871725369090103	0.434879384894702	0.838	MuscleWeak	5	0.8650322580645161
weighted_unifrac_oral	1	0.0709701615566474	0.009037782528076547	1.3771515580292284	0.237	Sleep	24	0.6994285714285714
weighted_unifrac_oral	1	0.08382995107350112	0.010675428243697388	1.629384037168524	0.148	ViDreams	14	0.6765714285714285
weighted_unifrac_oral	1	0.0704158811900955	0.008967197012944527	1.3662986178393024	0.231	ViDreamsAwa	3	0.6994285714285714
weighted_unifrac_oral	1	0.06567183250403663	0.008363060297080007	1.2734722299044288	0.27	SleepDay	21	0.6994285714285714
weighted_unifrac_oral	1	0.02846201628772759	0.003624530476991155	0.5492950386340535	0.724	Diz	7	0.7988965517241379
weighted_unifrac_oral	1	0.0499677036661859	0.00636319869163469	0.9669961913363656	0.422	Concent	4	0.6994285714285714
weighted_unifrac_oral	1	0.05637811228821244	0.0071795400634341484	1.091950250146762	0.334	confusion	2	0.6994285714285714
weighted_unifrac_oral	1	0.05372211062264058	0.006841308264025216	1.0401535590068967	0.353	Stom	41	0.6994285714285714
weighted_unifrac_oral	1	0.04396318149412723	0.005598545429111616	0.8501399066845281	0.503	Indigestion	5	0.6994285714285714
weighted_unifrac_oral	1	0.03573300815561707	0.00455046388089001	0.6902610540090448	0.609	Nausea	6	0.6994285714285714
weighted_unifrac_oral	1	0.043502024038052506	0.005539818765570381	0.841172577229547	0.522	LossAp	12	0.6994285714285714
weighted_unifrac_oral	1	0.05637811228821244	0.0071795400634341484	1.091950250146762	0.334	Incontinence	2	0.6994285714285714
weighted_unifrac_oral	1	0.04423194137261228	0.005632770986454914	0.8553665025731717	0.514	Headache	17	0.6994285714285714
weighted_unifrac_oral	1	0.13165569253815299	0.016765856123821764	2.5748132227351785	0.034	Skin	11	0.18666666666666668
weighted_unifrac_oral	1	0.0469276148817364	0.00597605484558372	0.9078094004495649	0.48	Itching	9	0.6994285714285714
weighted_unifrac_oral	1	0.06126376829069053	0.007801709937207713	1.1873213371934053	0.312	RingEars	3	0.6994285714285714
weighted_unifrac_oral	1	0.01378355853933295	0.001755284218172046	0.26551396942421346	0.954	EyePain	6	0.954
weighted_unifrac_oral	1	0.039384856580621845	0.005015513010929656	0.7611600728994052	0.545	Fatigue	9	0.6994285714285714
weighted_unifrac_oral	1	0.03602274728160592	0.004587361066314508	0.6958837912240311	0.612	Initiative	5	0.6994285714285714
weighted_unifrac_oral	1	0.027550738161922182	0.003508482643042677	0.5316461503903291	0.761	Sadness	2	0.8117333333333333
weighted_unifrac_oral	1	0.03754794187225009	0.004781588847693282	0.7254889056621248	0.588	Anxious	9	0.6994285714285714
weighted_unifrac_oral	1	0.0658887299871476	0.008390681373885355	1.2777137766435283	0.241	Irritated	3	0.6994285714285714
weighted_unifrac_oral	1	0.03940037584319701	0.005017489330513464	0.7614615139292698	0.532	Anger	1	0.6994285714285714
weighted_unifrac_oral	1	0.12887472290196286	0.016411710124463866	2.5195178249912193	0.035	Other	7	0.18666666666666668
